KEGG ID,ms1,formula1,ms2,formula2,trans,pmd
R00398,161.0688,C6H11NO4,665.1248,C21H29N7O14P2,C15H18N6O10P2,504.056
R00399,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00400,132.0059,C4H4O5,133.0375,C4H7NO4,H3N1O-1,1.0316
R00402,664.1169,C21H28N7O14P2,116.011,C4H4O4,C-17H-24N-7O-10P-2,-548.1059
R00402,118.0266,C4H6O4,116.011,C4H4O4,H-2,-2.0156
R00405,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00405,767.1152,C21H36N7O16P3S,867.1313,C25H40N7O19P3S,C4H4O3,100.0161
R00405,118.0266,C4H6O4,427.0294,C10H15N5O10P2,C6H9N5O6P2,309.0028
R00406,867.1313,C25H40N7O19P3S,883.1262,C25H40N7O20P3S,O1,15.9949
R00406,134.0215,C4H6O5,118.0266,C4H6O4,O-1,-15.9949
R00407,867.1313,C25H40N7O19P3S,767.1152,C21H36N7O16P3S,C-4H-4O-3,-100.0161
R00408,785.1571,C27H33N9O15P2,787.1728,C27H35N9O15P2,H2,2.0157
R00408,118.0266,C4H6O4,116.011,C4H4O4,H-2,-2.0156
R00409,206.0427,C7H10O7,118.0266,C4H6O4,C-3H-4O-3,-88.0161
R00410,867.1313,C25H40N7O19P3S,851.1363,C25H40N7O18P3S,O-1,-15.995
R00410,102.0317,C4H6O3,118.0266,C4H6O4,O1,15.9949
R00411,247.0692,C9H13NO7,147.0532,C5H9NO4,C-4H-4O-3,-100.016
R00412,118.0266,C4H6O4,116.011,C4H4O4,H-2,-2.0156
R00414,607.0816,C17H27N3O17P2,404.0022,C9H14N2O12P2,C-8H-13N-1O-5,-203.0794
R00416,483.9685,C9H15N2O15P3,607.0816,C17H27N3O17P2,C8H12N1O2P-1,123.1131
R00416,301.0563,C8H16NO9P,607.0816,C17H27N3O17P2,C9H11N2O8P1,306.0253
R00417,607.0816,C17H27N3O17P2,404.0022,C9H14N2O12P2,C-8H-13N-1O-5,-203.0794
R00418,607.0816,C17H27N3O17P2,607.0816,C17H27N3O17P2,,0
R00420,607.0816,C17H27N3O17P2,607.0816,C17H27N3O17P2,,0
R00421,664.1169,C21H28N7O14P2,621.0608,C17H25N3O18P2,C-4H-3N-4O4,-43.0561
R00421,607.0816,C17H27N3O17P2,621.0608,C17H25N3O18P2,H-2O1,13.9792
R00424,522.9907,C10H16N5O14P3,494.9957,C9H16N5O13P3,C-1O-1,-27.995
R00425,522.9907,C10H16N5O14P3,353.0736,C9H16N5O8P,C-1O-6P-2,-169.9171
R00426,522.9907,C10H16N5O14P3,363.058,C10H14N5O8P,H-2O-6P-2,-159.9327
R00428,522.9907,C10H16N5O14P3,541.0012,C10H18N5O15P3,H2O1,18.0105
R00429,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R00429,522.9907,C10H16N5O14P3,682.9233,C10H18N5O20P5,H2O6P2,159.9326
R00430,522.9907,C10H16N5O14P3,443.0243,C10H15N5O11P2,H-1O-3P-1,-79.9664
R00431,132.0059,C4H4O5,167.9824,C3H5O6P,C-1H1O1P1,35.9765
R00431,522.9907,C10H16N5O14P3,443.0243,C10H15N5O11P2,H-1O-3P-1,-79.9664
R00432,767.1152,C21H36N7O16P3S,867.1313,C25H40N7O19P3S,C4H4O3,100.0161
R00432,118.0266,C4H6O4,443.0243,C10H15N5O11P2,C6H9N5O7P2,324.9977
R00432,522.9907,C10H16N5O14P3,443.0243,C10H15N5O11P2,H-1O-3P-1,-79.9664
R00434,522.9907,C10H16N5O14P3,345.0474,C10H12N5O7P,H-4O-7P-2,-177.9433
R00436,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R00445,664.1169,C21H28N7O14P2,127.0633,C6H9NO2,C-15H-19N-6O-12P-2,-537.0536
R00445,146.1055,C6H14N2O2,127.0633,C6H9NO2,H-5N-1,-19.0422
R00446,664.1169,C21H28N7O14P2,145.0739,C6H11NO3,C-15H-17N-6O-11P-2,-519.043
R00446,146.1055,C6H14N2O2,145.0739,C6H11NO3,H-3N-1O1,-1.0316
R00447,146.1055,C6H14N2O2,145.0739,C6H11NO3,H-3N-1O1,-1.0316
R00448,745.0911,C21H30N7O17P3,162.1004,C6H14N2O3,C-15H-16N-5O-14P-3,-582.9907
R00448,146.1055,C6H14N2O2,162.1004,C6H14N2O3,O1,15.9949
R00449,146.1055,C6H14N2O2,116.095,C5H12N2O,C-1H-2O-1,-30.0105
R00451,190.0954,C7H14N2O4,146.1055,C6H14N2O2,C-1O-2,-43.9899
R00452,744.0833,C21H29N7O17P3,146.1055,C6H14N2O2,C-15H-15N-5O-15P-3,-597.9778
R00452,218.1267,C9H18N2O4,146.1055,C6H14N2O2,C-3H-4O-2,-72.0212
R00453,146.1055,C6H14N2O2,145.0739,C6H11NO3,H-3N-1O1,-1.0316
R00454,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00454,146.1055,C6H14N2O2,188.1161,C8H16N2O3,C2H2O1,42.0106
R00457,146.0215,C5H6O5,145.0739,C6H11NO3,C1H5N1O-2,-0.9476
R00457,146.1055,C6H14N2O2,147.0532,C5H9NO4,C-1H-5N-1O2,0.9477
R00458,188.1161,C8H16N2O3,146.1055,C6H14N2O2,C-2H-2O-1,-42.0106
R00459,146.1055,C6H14N2O2,129.079,C6H11NO2,H-3N-1,-17.0265
R00460,146.1055,C6H14N2O2,146.1055,C6H14N2O2,,0
R00461,146.1055,C6H14N2O2,146.1055,C6H14N2O2,,0
R00462,146.1055,C6H14N2O2,102.1157,C5H14N2,C-1O-2,-43.9898
R00463,128.095,C6H12N2O,146.1055,C6H14N2O2,H2O1,18.0105
R00468,744.0833,C21H29N7O17P3,839.1,C23H36N7O19P3S,C2H7O2S1,95.0167
R00468,767.1152,C21H36N7O16P3S,745.0911,C21H30N7O17P3,H-6O1S-1,-22.0241
R00472,767.1152,C21H36N7O16P3S,809.1258,C23H38N7O17P3S,C2H2O1,42.0106
R00472,134.0215,C4H6O5,809.1258,C23H38N7O17P3S,C19H32N7O12P3S1,675.1043
R00473,883.1262,C25H40N7O20P3S,809.1258,C23H38N7O17P3S,C-2H-2O-3,-74.0004
R00474,176.0321,C6H8O6,146.0215,C5H6O5,C-1H-2O-1,-30.0106
R00477,206.0063,C6H6O8,132.0059,C4H4O5,C-2H-2O-3,-74.0004
R00479,192.027,C6H8O7,118.0266,C4H6O4,C-2H-2O-3,-74.0004
R00480,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00480,133.0375,C4H7NO4,213.0038,C4H8NO7P,H1O3P1,79.9663
R00481,133.0375,C4H7NO4,131.0219,C4H5NO4,H-2,-2.0156
R00482,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00482,133.0375,C4H7NO4,132.0535,C4H8N2O3,H1N1O-1,-0.984
R00483,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R00483,133.0375,C4H7NO4,132.0535,C4H8N2O3,H1N1O-1,-0.984
R00484,176.0433,C5H8N2O5,133.0375,C4H7NO4,C-1H-1N-1O-1,-43.0058
R00485,132.0535,C4H8N2O3,133.0375,C4H7NO4,H-1N-1O1,0.984
R00486,114.0429,C4H6N2O2,133.0375,C4H7NO4,H1N-1O2,18.9946
R00487,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00487,133.0375,C4H7NO4,175.0481,C6H9NO5,C2H2O1,42.0106
R00488,175.0481,C6H9NO5,133.0375,C4H7NO4,C-2H-2O-1,-42.0106
R00490,133.0375,C4H7NO4,116.011,C4H4O4,H-3N-1,-17.0265
R00491,133.0375,C4H7NO4,133.0375,C4H7NO4,,0
R00493,133.0375,C4H7NO4,132.0059,C4H4O5,H-3N-1O1,-1.0316
R00494,307.0838,C10H17N3O6S,178.0412,C5H10N2O3S,C-5H-7N-1O-3,-129.0426
R00497,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00497,250.0623,C8H14N2O5S,307.0838,C10H17N3O6S,C2H3N1O1,57.0215
R00499,407.0999,C14H21N3O9S,307.0838,C10H17N3O6S,C-4H-4O-3,-100.0161
R00501,664.1169,C21H28N7O14P2,580.0343,C15H22N2O18P2,C-6H-6N-5O4,-84.0826
R00501,566.055,C15H24N2O17P2,580.0343,C15H22N2O18P2,H-2O1,13.9793
R00502,483.9685,C9H15N2O15P3,566.055,C15H24N2O17P2,C6H9O2P-1,82.0865
R00502,260.0297,C6H13O9P,566.055,C15H24N2O17P2,C9H11N2O8P1,306.0253
R00503,180.0634,C6H12O6,342.1162,C12H22O11,C6H10O5,162.0528
R00503,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R00504,607.0816,C17H27N3O17P2,849.1007,C23H38N3O25P3,C6H11O8P1,242.0191
R00504,566.055,C15H24N2O17P2,324.0359,C9H13N2O9P,C-6H-11O-8P-1,-242.0191
R00505,566.055,C15H24N2O17P2,566.055,C15H24N2O17P2,,0
R00506,566.055,C15H24N2O17P2,404.0022,C9H14N2O12P2,C-6H-10O-5,-162.0528
R00507,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R00508,506.9862,C10H15N5O13P2S,427.0199,C10H14N5O10PS,H-1O-3P-1,-79.9663
R00509,506.9957,C10H16N5O13P3,506.9862,C10H15N5O13P2S,H-1P-1S1,-0.0095
R00509,427.0199,C10H14N5O10PS,427.0294,C10H15N5O10P2,H1P1S-1,0.0095
R00510,323.0519,C9H14N3O8P,230.0192,C5H11O8P,C-4H-3N-3,-93.0327
R00511,323.0519,C9H14N3O8P,243.0855,C9H13N3O5,H-1O-3P-1,-79.9664
R00512,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00512,323.0519,C9H14N3O8P,403.0182,C9H15N3O11P2,H1O3P1,79.9663
R00513,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00513,243.0855,C9H13N3O5,323.0519,C9H14N3O8P,H1O3P1,79.9664
R00514,403.0182,C9H15N3O11P2,323.0519,C9H14N3O8P,H-1O-3P-1,-79.9663
R00515,482.9845,C9H16N3O14P3,323.0519,C9H14N3O8P,H-2O-6P-2,-159.9326
R00516,483.9685,C9H15N2O15P3,404.0022,C9H14N2O12P2,H-1O-3P-1,-79.9663
R00516,243.0855,C9H13N3O5,323.0519,C9H14N3O8P,H1O3P1,79.9664
R00517,522.9907,C10H16N5O14P3,443.0243,C10H15N5O11P2,H-1O-3P-1,-79.9664
R00517,243.0855,C9H13N3O5,323.0519,C9H14N3O8P,H1O3P1,79.9664
R00518,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00521,795.1101,C22H36N7O17P3S,767.1152,C21H36N7O16P3S,C-1O-1,-27.9949
R00525,175.0481,C6H9NO5,147.0532,C5H9NO4,C-1O-1,-27.9949
R00526,161.0324,C5H7NO5,133.0375,C4H7NO4,C-1O-1,-27.9949
R00527,335.0787,C11H17N3O7S,307.0838,C10H17N3O6S,C-1O-1,-27.9949
R00529,506.9957,C10H16N5O13P3,427.0199,C10H14N5O10PS,H-2O-3P-2S1,-79.9758
R00530,427.0294,C10H15N5O10P2,427.0199,C10H14N5O10PS,H-1P-1S1,-0.0095
R00531,427.0199,C10H14N5O10PS,347.0631,C10H14N5O7P,O-3S-1,-79.9568
R00534,260.0202,C6H12O9S,180.0634,C6H12O6,O-3S-1,-79.9568
R00535,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R00535,272.1776,C18H24O2,352.1344,C18H24O5S,O3S1,79.9568
R00536,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R00536,300.1725,C19H24O3,380.1294,C19H24O6S,O3S1,79.9569
R00537,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R00537,302.1882,C19H26O3,382.145,C19H26O6S,O3S1,79.9568
R00548,456.1046,C17H21N4O9P,376.1383,C17H20N4O6,H-1O-3P-1,-79.9663
R00549,506.9957,C10H16N5O13P3,456.1046,C17H21N4O9P,C7H5N-1O-4P-2,-50.8911
R00549,376.1383,C17H20N4O6,427.0294,C10H15N5O10P2,C-7H-5N1O4P2,50.8911
R00550,260.0297,C6H13O9P,180.0634,C6H12O6,H-1O-3P-1,-79.9663
R00550,376.1383,C17H20N4O6,456.1046,C17H21N4O9P,H1O3P1,79.9663
R00551,174.1117,C6H14N4O2,132.0899,C5H12N2O2,C-1H-2N-2,-42.0218
R00552,174.1117,C6H14N4O2,175.0957,C6H13N3O3,H-1N-1O1,0.984
R00554,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00554,174.1117,C6H14N4O2,254.078,C6H15N4O5P,H1O3P1,79.9663
R00555,664.1169,C21H28N7O14P2,122.048,C6H6N2O,C-15H-22N-5O-13P-2,-542.0689
R00557,745.0911,C21H30N7O17P3,175.0957,C6H13N3O3,C-15H-17N-4O-14P-3,-569.9954
R00557,174.1117,C6H14N4O2,175.0957,C6H13N3O3,H-1N-1O1,0.984
R00558,745.0911,C21H30N7O17P3,190.1066,C6H14N4O3,C-15H-16N-3O-14P-3,-554.9845
R00558,174.1117,C6H14N4O2,190.1066,C6H14N4O3,O1,15.9949
R00559,174.1117,C6H14N4O2,144.1011,C5H12N4O,C-1H-2O-1,-30.0106
R00562,664.1169,C21H28N7O14P2,174.1117,C6H14N4O2,C-15H-14N-3O-12P-2,-490.0052
R00562,246.1328,C9H18N4O4,174.1117,C6H14N4O2,C-3H-4O-2,-72.0211
R00563,744.0833,C21H29N7O17P3,174.1117,C6H14N4O2,C-15H-15N-3O-15P-3,-569.9716
R00563,304.1383,C11H20N4O6,174.1117,C6H14N4O2,C-5H-6O-4,-130.0266
R00565,174.1117,C6H14N4O2,132.0899,C5H12N2O2,C-1H-2N-2,-42.0218
R00566,174.1117,C6H14N4O2,130.1218,C5H14N4,C-1O-2,-43.9899
R00567,174.1117,C6H14N4O2,174.1117,C6H14N4O2,,0
R00568,482.9845,C9H16N3O14P3,483.9685,C9H15N2O15P3,H-1N-1O1,0.984
R00569,482.9845,C9H16N3O14P3,403.0182,C9H15N3O11P2,H-1O-3P-1,-79.9663
R00570,506.9957,C10H16N5O13P3,482.9845,C9H16N3O14P3,C-1N-2O1,-24.0112
R00570,403.0182,C9H15N3O11P2,427.0294,C10H15N5O10P2,C1N2O-1,24.0112
R00571,506.9957,C10H16N5O13P3,482.9845,C9H16N3O14P3,C-1N-2O1,-24.0112
R00571,483.9685,C9H15N2O15P3,482.9845,C9H16N3O14P3,H1N1O-1,-0.984
R00572,482.9845,C9H16N3O14P3,403.0182,C9H15N3O11P2,H-1O-3P-1,-79.9663
R00573,506.9957,C10H16N5O13P3,482.9845,C9H16N3O14P3,C-1N-2O1,-24.0112
R00573,146.0691,C5H10N2O3,147.0532,C5H9NO4,H-1N-1O1,0.9841
R00573,483.9685,C9H15N2O15P3,482.9845,C9H16N3O14P3,H1N1O-1,-0.984
R00574,482.9845,C9H16N3O14P3,305.0413,C9H12N3O7P,H-4O-7P-2,-177.9432
R00575,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00575,146.0691,C5H10N2O3,147.0532,C5H9NO4,H-1N-1O1,0.9841
R00576,146.0691,C5H10N2O3,145.0375,C5H7NO4,H-3N-1O1,-1.0316
R00577,146.0691,C5H10N2O3,767.1152,C21H36N7O16P3S,C16H26N5O13P3S1,621.0461
R00578,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R00578,133.0375,C4H7NO4,132.0535,C4H8N2O3,H1N1O-1,-0.984
R00578,146.0691,C5H10N2O3,147.0532,C5H9NO4,H-1N-1O1,0.9841
R00579,146.0691,C5H10N2O3,146.0691,C5H10N2O3,,0
R00581,664.1169,C21H28N7O14P2,104.011,C3H4O4,C-18H-24N-7O-10P-2,-560.1059
R00581,105.0426,C3H7NO3,104.011,C3H4O4,H-3N-1O1,-1.0316
R00582,185.0089,C3H8NO6P,105.0426,C3H7NO3,H-1O-3P-1,-79.9663
R00584,105.0426,C3H7NO3,185.0089,C3H8NO6P,H1O3P1,79.9663
R00585,105.0426,C3H7NO3,104.011,C3H4O4,H-3N-1O1,-1.0316
R00586,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00586,105.0426,C3H7NO3,147.0532,C5H9NO4,C2H2O1,42.0106
R00588,105.0426,C3H7NO3,104.011,C3H4O4,H-3N-1O1,-1.0316
R00589,105.0426,C3H7NO3,105.0426,C3H7NO3,,0
R00594,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00595,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00596,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00597,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00598,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00599,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00600,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00601,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00609,161.0688,C6H11NO4,147.0532,C5H9NO4,C-1H-2,-14.0156
R00612,160.1212,C7H16N2O2,146.1055,C6H14N2O2,C-1H-2,-14.0157
R00615,425.045,C12H19N4O7P2S,345.0786,C12H18N4O4PS,H-1O-3P-1,-79.9664
R00616,506.9957,C10H16N5O13P3,505.0113,C12H20N4O10P3S,C2H4N-1O-3S1,-1.9844
R00616,425.045,C12H19N4O7P2S,427.0294,C10H15N5O10P2,C-2H-4N1O3S-1,1.9844
R00617,506.9957,C10H16N5O13P3,427.0294,C10H15N5O10P2,H-1O-3P-1,-79.9663
R00617,345.0786,C12H18N4O4PS,425.045,C12H19N4O7P2S,H1O3P1,79.9664
R00618,505.0113,C12H20N4O10P3S,425.045,C12H19N4O7P2S,H-1O-3P-1,-79.9663
R00619,506.9957,C10H16N5O13P3,425.045,C12H19N4O7P2S,C2H3N-1O-6P-1S1,-81.9507
R00619,265.1123,C12H17N4OS,347.0631,C10H14N5O7P,C-2H-3N1O6P1S-1,81.9508
R00621,146.0215,C5H6O5,527.0767,C16H25N4O10P2S,C11H19N4O5P2S1,381.0552
R00621,425.045,C12H19N4O7P2S,527.0767,C16H25N4O10P2S,C4H6O3,102.0317
R00627,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00629,506.9862,C10H15N5O13P2S,427.0294,C10H15N5O10P2,O-3S-1,-79.9568
R00640,178.0477,C6H10O6,176.0321,C6H8O6,H-2,-2.0156
R00643,178.0477,C6H10O6,176.0321,C6H8O6,H-2,-2.0156
R00644,176.0321,C6H8O6,174.0164,C6H6O6,H-2,-2.0157
R00646,176.0321,C6H8O6,136.0372,C4H8O5,C-2O-1,-39.9949
R00647,176.0321,C6H8O6,176.0321,C6H8O6,,0
R00648,149.051,C5H11NO2S,148.0194,C5H8O3S,H-3N-1O1,-1.0316
R00649,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00649,149.051,C5H11NO2S,164.0745,C6H14NO2S,C1H3,15.0235
R00650,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00650,135.0354,C4H9NO2S,149.051,C5H11NO2S,C1H2,14.0156
R00651,161.0688,C6H11NO4,149.051,C5H11NO2S,C-1O-2S1,-12.0178
R00652,149.051,C5H11NO2S,148.0194,C5H8O3S,H-3N-1O1,-1.0316
R00653,177.046,C6H11NO3S,149.051,C5H11NO2S,C-1O-1,-27.995
R00654,149.051,C5H11NO2S,102.0317,C4H6O3,C-1H-5N-1O1S-1,-47.0193
R00655,149.051,C5H11NO2S,149.051,C5H11NO2S,,0
R00656,149.051,C5H11NO2S,105.0612,C4H11NS,C-1O-2,-43.9898
R00658,185.9929,C3H7O7P,167.9824,C3H5O6P,H-2O-1,-18.0105
R00659,483.9685,C9H15N2O15P3,404.0022,C9H14N2O12P2,H-1O-3P-1,-79.9663
R00660,607.0816,C17H27N3O17P2,677.087,C20H29N3O19P2,C3H2O2,70.0054
R00660,167.9824,C3H5O6P,677.087,C20H29N3O19P2,C17H24N3O13P1,509.1046
R00661,167.9824,C3H5O6P,167.9824,C3H5O6P,,0
R00662,483.9685,C9H15N2O15P3,324.0359,C9H13N2O9P,H-2O-6P-2,-159.9326
R00664,132.0899,C5H12N2O2,340.1423,C19H20N2O4,C14H8O2,208.0524
R00664,871.1414,C28H40N7O17P3S,767.1152,C21H36N7O16P3S,C-7H-4O-1,-104.0262
R00665,175.0957,C6H13N3O3,132.0899,C5H12N2O2,C-1H-1N-1O-1,-43.0058
R00666,744.0833,C21H29N7O17P3,132.0899,C5H12N2O2,C-16H-17N-5O-15P-3,-611.9934
R00666,204.111,C8H16N2O4,132.0899,C5H12N2O2,C-3H-4O-2,-72.0211
R00667,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R00667,132.0899,C5H12N2O2,131.0582,C5H9NO3,H-3N-1O1,-1.0317
R00668,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R00668,132.0899,C5H12N2O2,147.0532,C5H9NO4,H-3N-1O2,14.9633
R00669,174.1004,C7H14N2O3,132.0899,C5H12N2O2,C-2H-2O-1,-42.0105
R00671,132.0899,C5H12N2O2,115.0633,C5H9NO2,H-3N-1,-17.0266
R00672,132.0899,C5H12N2O2,132.0899,C5H12N2O2,,0
R00673,204.0899,C11H12N2O2,117.0578,C8H7N,C-3H-5N-1O-2,-87.0321
R00674,105.0426,C3H7NO3,204.0899,C11H12N2O2,C8H5N1O-1,99.0473
R00674,117.0578,C8H7N,204.0899,C11H12N2O2,C3H5N1O2,87.0321
R00675,664.1169,C21H28N7O14P2,203.0582,C11H9NO3,C-10H-19N-6O-11P-2,-461.0587
R00675,204.0899,C11H12N2O2,203.0582,C11H9NO3,H-3N-1O1,-1.0317
R00676,744.0833,C21H29N7O17P3,203.0582,C11H9NO3,C-10H-20N-6O-14P-3,-541.0251
R00676,204.0899,C11H12N2O2,203.0582,C11H9NO3,H-3N-1O1,-1.0317
R00677,204.0899,C11H12N2O2,203.0582,C11H9NO3,H-3N-1O1,-1.0317
R00678,204.0899,C11H12N2O2,236.0797,C11H12N2O4,O2,31.9898
R00679,204.0899,C11H12N2O2,174.0793,C10H10N2O,C-1H-2O-1,-30.0106
R00681,204.0899,C11H12N2O2,175.0633,C10H9NO2,C-1H-3N-1,-29.0266
R00682,203.1059,C11H13N3O,204.0899,C11H12N2O2,H-1N-1O1,0.984
R00683,398.1372,C15H22N6O5S,384.1216,C14H20N6O5S,C-1H-2,-14.0156
R00683,204.0899,C11H12N2O2,218.1055,C12H14N2O2,C1H2,14.0156
R00684,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R00684,204.0899,C11H12N2O2,203.0582,C11H9NO3,H-3N-1O1,-1.0317
R00685,204.0899,C11H12N2O2,160.1,C10H12N2,C-1O-2,-43.9899
R00686,506.9957,C10H16N5O13P3,347.0631,C10H14N5O7P,H-2O-6P-2,-159.9326
R00686,165.079,C9H11NO2,165.079,C9H11NO2,,0
R00688,664.1169,C21H28N7O14P2,164.0473,C9H8O3,C-12H-20N-7O-11P-2,-500.0696
R00688,165.079,C9H11NO2,164.0473,C9H8O3,H-3N-1O1,-1.0317
R00689,165.079,C9H11NO2,164.0473,C9H8O3,H-3N-1O1,-1.0317
R00690,165.079,C9H11NO2,135.0684,C8H9NO,C-1H-2O-1,-30.0106
R00691,227.0794,C10H13NO5,165.079,C9H11NO2,C-1H-2O-3,-62.0004
R00692,165.079,C9H11NO2,164.0473,C9H8O3,H-3N-1O1,-1.0317
R00693,809.1258,C23H38N7O17P3S,767.1152,C21H36N7O16P3S,C-2H-2O-1,-42.0106
R00693,165.079,C9H11NO2,207.0895,C11H13NO3,C2H2O1,42.0105
R00694,146.0215,C5H6O5,147.0532,C5H9NO4,H3N1O-1,1.0317
R00694,165.079,C9H11NO2,164.0473,C9H8O3,H-3N-1O1,-1.0317
R00695,133.0375,C4H7NO4,132.0059,C4H4O5,H-3N-1O1,-1.0316
R00695,164.0473,C9H8O3,165.079,C9H11NO2,H3N1O-1,1.0317
R00697,165.079,C9H11NO2,148.0524,C9H8O2,H-3N-1,-17.0266
R00698,165.079,C9H11NO2,135.0684,C8H9NO,C-1H-2O-1,-30.0106
R00699,165.079,C9H11NO2,121.0891,C8H11N,C-1O-2,-43.9899
R00702,382.131,C15H28O7P2,586.3188,C30H52O7P2,C15H24,204.1878
R00705,664.1169,C21H28N7O14P2,809.1258,C23H38N7O17P3S,C2H10O3P1S1,145.0089
R00705,767.1152,C21H36N7O16P3S,809.1258,C23H38N7O17P3S,C2H2O1,42.0106
R00706,744.0833,C21H29N7O17P3,809.1258,C23H38N7O17P3S,C2H9S1,65.0425
R00706,767.1152,C21H36N7O16P3S,745.0911,C21H30N7O17P3,H-6O1S-1,-22.0241
R00707,664.1169,C21H28N7O14P2,147.0532,C5H9NO4,C-16H-19N-6O-10P-2,-517.0637
R00707,113.0477,C5H7NO2,147.0532,C5H9NO4,H2O2,34.0055
R00708,744.0833,C21H29N7O17P3,147.0532,C5H9NO4,C-16H-20N-6O-13P-3,-597.0301
R00708,113.0477,C5H7NO2,147.0532,C5H9NO4,H2O2,34.0055
R00709,664.1169,C21H28N7O14P2,146.0215,C5H6O5,C-16H-22N-7O-9P-2,-518.0954
R00709,192.027,C6H8O7,146.0215,C5H6O5,C-1H-2O-2,-46.0055
R00713,664.1169,C21H28N7O14P2,118.0266,C4H6O4,C-17H-22N-7O-10P-2,-546.0903
R00713,102.0317,C4H6O3,118.0266,C4H6O4,O1,15.9949
R00714,744.0833,C21H29N7O17P3,118.0266,C4H6O4,C-17H-23N-7O-13P-3,-626.0567
R00714,102.0317,C4H6O3,118.0266,C4H6O4,O1,15.9949
R00715,664.1169,C21H28N7O14P2,146.1055,C6H14N2O2,C-15H-14N-5O-12P-2,-518.0114
R00715,276.1321,C11H20N2O6,146.1055,C6H14N2O2,C-5H-6O-4,-130.0266
R00716,744.0833,C21H29N7O17P3,146.1055,C6H14N2O2,C-15H-15N-5O-15P-3,-597.9778
R00716,276.1321,C11H20N2O6,146.1055,C6H14N2O2,C-5H-6O-4,-130.0266
R00719,507.9798,C10H15N4O14P3,428.0134,C10H14N4O11P2,H-1O-3P-1,-79.9664
R00720,507.9798,C10H15N4O14P3,348.0471,C10H13N4O8P,H-2O-6P-2,-159.9327
R00722,506.9957,C10H16N5O13P3,507.9798,C10H15N4O14P3,H-1N-1O1,0.9841
R00722,428.0134,C10H14N4O11P2,427.0294,C10H15N5O10P2,H1N1O-1,-0.984
R00723,587.9461,C10H16N4O17P4,507.9798,C10H15N4O14P3,H-1O-3P-1,-79.9663
R00724,507.9798,C10H15N4O14P3,428.0134,C10H14N4O11P2,H-1O-3P-1,-79.9664
R00725,180.0634,C6H12O6,260.0297,C6H13O9P,H1O3P1,79.9663
